;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,106.6,187.1,1.75,1.7,0.1,0.1,1.5,37.0,0.1,0.1,0.0,0.1,0.1,0.1,1.2,0.2,0.0,0.0,28.9,6.4,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,65.2,165.5,2.54,0.0,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,3.9,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,189.8,434.7,2.29,14.2,0.6,1.4,12.2,55.0,0.3,0.3,1.2,0.2,0.3,0.3,0.5,11.1,0.0,0.0,29.3,11.5,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,51.7,65.7,1.27,7.8,0.8,1.7,5.3,21.3,0.5,0.4,0.2,1.6,0.4,0.5,0.6,3.8,0.0,0.0,10.3,3.1,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,68.9,152.1,2.21,2.0,0.0,0.0,2.0,17.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.8,4.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1019.4,17.0,10.5,992.0,1023.4,9.7,7.3,3.5,7.0,7.9,9.2,13.1,961.9,0.0,0.0,3.9,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,64.3,82.6,1.29,11.7,1.1,0.7,9.9,23.1,0.6,0.5,0.2,0.5,6.8,0.6,0.9,1.6,0.0,0.0,7.5,3.9,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,121.5,235.2,1.94,185.6,21.7,81.7,82.3,216.4,0.0,21.7,25.8,55.9,3.5,0.0,0.0,78.8,0.0,0.0,23.5,7.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,61.3,159.6,2.60,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,3.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,106.4,239.8,2.25,4.7,0.5,0.3,3.8,34.3,0.3,0.2,0.1,0.2,2.4,0.3,0.4,0.8,0.0,0.0,23.2,6.4,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
530011,11,255.3,775.6,3.04,340.9,17.6,5.1,318.2,401.3,16.5,1.1,4.1,1.1,1.2,91.3,222.0,3.6,0.0,0.0,45.0,15.4,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.254
530012,12,47.9,175.0,3.66,110.5,72.3,5.1,33.1,140.2,7.4,64.9,1.7,3.4,10.5,4.5,6.4,11.7,0.0,0.0,26.8,2.9,0,0,0,50,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.462
530013,13,302.2,564.8,1.87,27.1,2.6,2.8,21.7,50.0,1.5,1.1,0.5,2.2,12.1,1.4,2.0,6.1,0.0,0.0,4.6,18.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530014,14,259.5,574.1,2.21,171.4,14.4,5.5,151.5,220.7,4.4,10.0,2.4,3.2,12.4,118.8,9.4,10.9,0.0,0.0,33.5,15.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.109
530015,15,167.6,378.9,2.26,159.1,7.2,4.5,147.5,207.1,4.1,3.1,1.5,3.0,7.5,124.2,5.6,10.2,0.0,0.0,37.8,10.1,0,0,0,0,66154,709,226,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.039
530016,16,121.4,282.8,2.33,270.5,262.6,1.3,6.6,291.7,1.2,261.4,0.4,0.9,1.0,1.1,1.6,2.9,0.0,0.0,13.9,7.3,4,0,0,130,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530017,17,180.5,471.7,2.61,22.1,4.5,7.3,10.2,72.9,3.5,1.1,6.3,1.0,3.5,1.3,1.9,3.5,0.0,0.0,40.0,10.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.061
530018,18,367.4,1031.1,2.81,74.6,5.6,9.0,60.0,138.2,3.5,2.1,1.0,8.0,2.3,2.7,3.8,51.2,0.0,0.0,41.4,22.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530019,19,137.1,476.4,3.47,25.1,1.5,0.9,22.7,63.4,0.9,0.7,0.3,0.6,0.7,0.8,1.2,20.0,0.0,0.0,30.0,8.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530020,20,143.1,363.5,2.54,94.0,4.6,2.9,86.5,128.3,2.6,2.0,1.0,1.9,2.1,57.7,10.1,16.6,0.0,0.0,25.7,8.6,0,0,0,0,66154,440,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.136
530021,21,98.7,268.2,2.72,5.1,0.5,0.3,4.2,26.4,0.3,0.2,0.1,0.2,0.2,0.3,0.4,3.3,0.0,0.0,15.3,6.0,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.027
530022,22,55.4,139.9,2.53,70.5,0.0,0.0,70.5,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0,0.0,0.4,3.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530023,23,34.9,100.6,2.89,18.2,1.9,1.2,15.1,30.7,1.1,0.8,0.4,0.8,7.5,1.0,1.5,5.2,0.0,0.0,10.3,2.1,0,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.144
530024,24,65.4,180.2,2.75,263.2,52.1,34.0,177.0,326.7,26.8,25.3,10.8,23.3,26.9,29.0,42.1,79.0,0.0,0.0,59.6,3.9,4,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.067
530025,25,43.5,104.9,2.41,4.3,0.4,0.3,3.5,27.2,0.3,0.2,0.1,0.2,2.3,0.2,0.3,0.6,0.0,0.0,20.3,2.6,0,0,0,0,59392,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530026,26,326.3,683.4,2.09,35.7,3.8,2.3,29.6,76.4,2.1,1.6,0.8,1.6,6.2,2.1,2.9,18.4,0.0,0.0,21.1,19.7,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530027,27,206.8,540.0,2.61,41.5,18.9,0.0,22.6,93.9,18.9,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,40.0,12.5,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.029
530028,28,318.0,804.7,2.53,14.9,1.2,10.0,3.7,58.7,0.7,0.5,0.2,9.8,0.5,0.6,0.9,1.6,0.0,0.0,24.6,19.2,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.022
530029,29,336.9,909.0,2.70,34.3,2.9,1.8,29.6,92.1,1.6,1.2,0.6,1.2,1.4,1.6,4.3,22.4,0.0,0.0,37.5,20.3,0,0,0,0,56081,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.027
530030,30,4.8,13.8,2.89,57.8,11.3,7.5,38.9,65.2,5.7,5.6,2.3,5.2,6.0,6.3,9.3,17.4,0.0,0.0,7.1,0.3,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530031,31,70.3,239.6,3.41,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,4.2,0,0,0,0,74553,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530032,32,151.0,558.7,3.70,8.3,0.7,0.5,7.1,38.4,0.4,0.3,0.2,0.3,2.5,0.4,0.6,3.6,0.0,0.0,21.1,9.1,0,0,0,0,74553,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.396
530033,33,8.2,22.9,2.80,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.5,0,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0
530034,34,216.5,679.0,3.14,118.8,27.0,0.0,91.8,141.1,0.0,27.0,0.0,0.0,1.7,90.0,0.0,0.0,0.0,0.0,9.3,13.1,0,0,0,0,56012,0,922,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0
530035,35,8.2,22.9,2.80,289.0,210.9,10.8,67.3,303.8,177.9,33.0,3.5,7.3,8.3,9.3,13.4,36.2,0.0,0.0,14.3,0.5,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.114
530036,36,392.6,1232.5,3.14,89.1,7.0,5.4,76.7,191.0,3.8,3.2,1.4,4.0,18.6,3.8,5.5,48.7,0.0,0.0,78.1,23.7,0,0,0,0,74553,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.029
530037,37,7.5,21.0,2.80,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.5,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.031
530038,38,254.4,763.4,3.00,82.4,4.0,10.8,67.6,109.6,2.2,1.8,0.8,10.0,6.0,2.2,4.8,54.6,0.0,0.0,11.8,15.4,0,0,0,0,57931,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.03
530039,39,296.5,798.2,2.69,78.2,13.2,7.2,57.8,139.7,8.0,5.2,2.3,4.9,7.8,6.2,11.1,32.7,0.0,0.0,43.5,17.9,0,0,0,0,74553,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.171
