;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,226.1,312.6,1.38,2.9,0.4,0.2,2.3,47.9,0.2,0.2,0.1,0.1,0.2,0.2,1.4,0.5,0.0,0.0,33.7,11.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,206.5,443.8,2.15,0.0,0.0,0.0,0.0,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,10.3,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,321.8,614.0,1.91,18.5,1.7,1.8,15.0,72.4,1.0,0.7,1.4,0.4,0.8,0.9,1.3,12.0,0.0,0.0,37.8,16.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,94.1,112.9,1.20,23.4,4.5,2.9,15.9,40.9,2.6,1.9,0.8,2.1,2.1,2.4,3.6,7.8,0.0,0.0,12.8,4.7,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,121.4,221.8,1.83,2.0,0.0,0.0,2.0,22.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.2,6.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1154.8,52.8,22.7,1079.3,1158.1,31.0,21.8,9.1,13.6,24.0,27.8,40.7,986.8,0.0,0.0,3.4,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,98.9,118.7,1.20,27.5,4.8,2.1,20.6,43.3,2.8,2.0,0.8,1.2,8.7,2.5,3.8,5.6,0.0,0.0,10.8,5.0,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,224.2,349.9,1.56,185.6,25.4,74.0,86.1,226.5,0.0,25.4,27.9,46.1,4.0,0.0,0.0,82.2,0.0,0.0,29.7,11.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,156.0,345.4,2.21,0.0,0.0,0.0,0.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,7.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,202.9,380.0,1.87,31.1,6.6,2.7,21.8,69.0,3.8,2.8,1.1,1.6,5.4,3.5,5.3,7.6,0.0,0.0,27.7,10.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
530011,11,441.2,1165.2,2.64,363.3,24.9,6.3,332.1,438.0,21.9,3.0,4.4,1.9,3.3,94.7,225.6,8.5,0.0,0.0,52.6,22.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.254
530012,12,185.1,601.1,3.25,185.9,91.8,11.2,82.9,231.7,18.5,73.2,4.5,6.7,18.5,13.8,20.2,30.4,0.0,0.0,36.4,9.3,0,0,0,50,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.462
530013,13,317.6,474.7,1.49,63.9,11.3,5.7,46.9,85.2,6.5,4.7,1.9,3.8,16.7,6.0,8.8,15.4,0.0,0.0,5.4,15.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530014,14,402.7,737.6,1.83,227.6,27.4,9.7,190.5,291.0,12.3,15.2,4.3,5.4,18.0,128.7,19.6,24.2,0.0,0.0,43.2,20.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.109
530015,15,319.8,600.6,1.88,211.3,19.5,8.4,183.5,270.5,11.4,8.1,3.3,5.0,12.8,133.0,15.0,22.6,0.0,0.0,43.2,16.0,0,0,0,0,66154,709,226,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.039
530016,16,183.0,356.3,1.95,287.3,266.8,2.6,17.9,316.0,3.6,263.2,1.0,1.6,2.8,3.2,4.7,7.1,0.0,0.0,19.6,9.2,4,0,0,130,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530017,17,344.3,766.0,2.22,77.8,18.0,12.0,47.9,142.3,11.5,6.5,8.1,3.9,9.6,8.2,12.2,18.0,0.0,0.0,47.2,17.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.061
530018,18,563.6,1360.8,2.41,115.6,16.3,11.2,88.0,203.8,9.9,6.4,2.6,8.6,7.0,8.1,11.9,61.0,0.0,0.0,60.1,28.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530019,19,262.3,804.9,3.07,36.8,4.5,1.9,30.3,85.0,2.7,1.9,0.8,1.2,2.1,2.4,3.5,22.4,0.0,0.0,35.1,13.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530020,20,254.0,546.8,2.15,126.9,12.4,5.3,109.1,174.0,7.3,5.1,2.1,3.2,5.6,63.9,16.3,23.3,0.0,0.0,34.4,12.7,0,0,0,0,66154,440,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.136
530021,21,166.6,387.7,2.33,12.8,2.4,1.0,9.4,40.7,1.4,1.0,0.4,0.6,1.1,1.3,1.9,5.2,0.0,0.0,19.6,8.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.027
530022,22,57.0,122.1,2.14,70.5,0.0,0.0,70.5,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0,0.0,0.0,2.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530023,23,73.9,184.0,2.49,64.7,12.6,5.4,46.7,80.6,7.3,5.3,2.2,3.2,12.9,6.7,10.0,17.1,0.0,0.0,12.1,3.7,0,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.144
530024,24,909.0,2148.1,2.36,762.0,171.2,76.3,514.5,1055.9,96.2,75.0,29.7,46.5,81.2,91.6,135.2,206.5,0.0,0.0,248.4,45.5,4,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.067
530025,25,148.4,300.7,2.03,11.9,2.2,0.9,8.7,47.6,1.3,0.9,0.4,0.6,3.2,1.2,1.7,2.6,0.0,0.0,28.3,7.4,0,0,0,0,59392,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530026,26,428.3,734.8,1.72,101.9,19.4,8.3,74.2,160.4,11.2,8.2,3.3,4.9,13.7,10.3,15.3,35.0,0.0,0.0,37.1,21.4,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530027,27,374.2,831.6,2.22,41.5,22.0,0.0,19.5,109.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,49.3,18.7,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.029
530028,28,445.1,954.0,2.14,25.6,4.1,9.4,12.0,89.1,2.4,1.7,0.7,8.7,1.9,2.2,3.2,4.8,0.0,0.0,41.2,22.3,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.022
530029,29,510.1,1177.3,2.31,62.5,9.8,4.2,48.5,142.0,5.7,4.1,1.7,2.5,4.5,5.2,9.9,28.9,0.0,0.0,54.0,25.5,0,0,0,0,56081,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.027
