;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,114.3,198.2,1.73,1.7,0.1,0.1,1.5,37.7,0.1,0.1,0.0,0.1,0.1,0.1,1.2,0.2,0.0,0.0,29.2,6.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,73.8,185.7,2.51,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,4.4,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,197.3,447.7,2.27,14.4,0.6,1.5,12.3,54.9,0.4,0.3,1.2,0.3,0.3,0.3,0.5,11.2,0.0,0.0,28.8,11.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,54.4,67.9,1.25,8.4,0.9,1.8,5.6,21.8,0.5,0.4,0.2,1.6,0.4,0.5,0.7,3.9,0.0,0.0,10.2,3.2,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,72.0,157.3,2.19,2.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.8,4.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1025.8,18.2,11.3,996.3,1028.1,10.3,7.9,3.8,7.6,8.6,10.0,14.2,963.4,0.0,0.0,2.3,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,66.3,83.8,1.26,12.4,1.3,0.8,10.3,24.2,0.7,0.5,0.3,0.5,6.9,0.7,1.0,1.8,0.0,0.0,8.0,3.9,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,127.6,244.4,1.91,185.6,21.7,81.8,82.1,216.3,0.0,21.7,26.0,55.8,3.5,0.0,0.0,78.6,0.0,0.0,23.1,7.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,67.0,172.8,2.58,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,4.0,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,112.4,251.0,2.23,5.2,0.6,0.4,4.1,35.0,0.3,0.3,0.1,0.3,2.4,0.3,0.5,0.9,0.0,0.0,23.1,6.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
530011,11,266.7,804.3,3.02,342.0,17.6,5.2,319.1,401.4,16.4,1.2,4.1,1.1,1.3,91.9,222.1,3.9,0.0,0.0,43.6,15.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.254
