;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,175.4,269.6,1.54,2.3,0.3,0.1,1.9,37.3,0.2,0.1,0.1,0.1,0.1,0.1,1.3,0.3,0.0,0.0,25.7,9.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,146.7,338.9,2.31,0.0,0.0,0.0,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,7.7,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,262.8,543.2,2.07,16.7,1.1,1.7,13.8,60.9,0.7,0.5,1.3,0.4,0.5,0.6,0.9,11.7,0.0,0.0,30.4,13.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,75.3,90.3,1.20,15.7,2.5,2.4,10.7,29.5,1.4,1.1,0.5,1.9,1.3,1.4,2.1,6.0,0.0,0.0,9.9,3.9,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,98.0,194.6,1.98,2.0,0.0,0.0,2.0,18.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.1,5.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1095.4,34.6,18.3,1042.5,1098.9,19.9,14.7,6.9,11.4,16.6,19.3,28.0,978.7,0.0,0.0,3.5,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,83.0,99.5,1.20,20.1,2.9,1.5,15.7,32.6,1.6,1.2,0.6,1.0,7.9,1.6,2.4,3.8,0.0,0.0,8.2,4.3,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,178.9,307.2,1.72,185.6,23.0,77.8,84.8,217.8,0.0,23.0,28.1,49.7,3.8,0.0,0.0,81.0,0.0,0.0,22.8,9.4,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,115.7,274.7,2.37,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,160.7,326.4,2.03,14.2,2.5,1.3,10.4,44.3,1.4,1.1,0.5,0.8,3.5,1.4,2.1,3.4,0.0,0.0,21.6,8.4,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
530011,11,358.7,1005.9,2.80,353.2,21.0,6.0,326.3,413.5,18.9,2.1,4.4,1.6,2.3,93.2,224.3,6.4,0.0,0.0,41.5,18.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.254
530012,12,126.5,431.9,3.41,153.2,81.2,9.3,62.7,194.3,13.1,68.1,3.5,5.8,15.2,9.8,14.3,23.3,0.0,0.0,34.5,6.6,0,0,0,50,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.462
530013,13,311.1,513.5,1.65,46.8,6.8,4.6,35.4,68.4,3.8,2.9,1.4,3.2,14.7,3.8,5.6,11.4,0.0,0.0,5.3,16.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530014,14,336.5,669.5,1.99,203.5,20.7,8.4,174.4,253.2,8.3,12.4,3.6,4.7,15.5,124.8,15.1,18.9,0.0,0.0,32.2,17.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.109
530015,15,253.2,515.8,2.04,188.9,13.4,7.1,168.4,236.1,7.7,5.7,2.7,4.4,10.5,129.4,10.9,17.7,0.0,0.0,33.9,13.3,0,0,0,0,66154,709,226,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.039
530016,16,154.6,325.6,2.11,279.7,264.1,2.2,13.3,302.4,2.4,261.7,0.8,1.4,2.0,2.3,3.4,5.6,0.0,0.0,14.6,8.1,4,0,0,130,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530017,17,272.7,650.5,2.39,48.5,10.3,10.0,28.2,99.6,6.8,3.5,7.3,2.7,6.3,4.5,6.7,10.7,0.0,0.0,36.8,14.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.061
