;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,161.1,254.2,1.58,2.2,0.2,0.1,1.8,36.2,0.1,0.1,0.0,0.1,0.1,0.1,1.3,0.3,0.0,0.0,25.3,8.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,130.1,305.9,2.35,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,7.0,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,247.2,521.1,2.11,16.1,1.0,1.7,13.4,56.7,0.6,0.4,1.3,0.4,0.5,0.6,0.8,11.6,0.0,0.0,27.3,13.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,70.3,84.2,1.20,13.5,2.0,2.3,9.2,26.6,1.1,0.9,0.4,1.8,1.0,1.2,1.7,5.4,0.0,0.0,9.3,3.8,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,92.0,186.3,2.03,2.0,0.0,0.0,2.0,18.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.3,5.0,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1076.9,29.9,16.8,1030.2,1080.0,16.9,13.0,6.2,10.6,14.1,16.8,24.3,975.0,0.0,0.0,3.1,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,78.9,94.6,1.20,18.0,2.4,1.4,14.2,30.4,1.3,1.1,0.5,0.9,7.5,1.4,2.0,3.3,0.0,0.0,8.3,4.2,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,167.0,293.4,1.76,185.6,22.8,79.1,83.6,217.8,0.0,22.8,27.9,51.2,3.6,0.0,0.0,80.0,0.0,0.0,23.2,9.0,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,103.9,251.2,2.42,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,149.5,309.9,2.07,10.9,1.8,1.0,8.1,40.1,1.0,0.8,0.4,0.7,3.0,1.0,1.5,2.5,0.0,0.0,21.1,8.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
530011,11,337.3,960.8,2.85,350.2,19.8,5.9,324.6,410.7,17.9,1.9,4.3,1.5,2.0,92.7,224.1,5.7,0.0,0.0,42.3,18.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.254
530012,12,108.6,375.9,3.46,142.7,79.2,8.5,55.0,184.2,11.4,67.8,3.1,5.4,13.7,8.5,12.3,20.5,0.0,0.0,35.6,5.9,0,0,0,50,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.462
530013,13,309.0,522.4,1.69,41.8,5.7,4.2,31.8,63.0,3.2,2.5,1.2,3.1,13.9,3.2,4.7,10.1,0.0,0.0,4.6,16.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530014,14,320.0,649.9,2.03,195.9,19.1,7.9,169.0,245.6,7.1,12.0,3.4,4.5,14.4,123.6,13.8,17.1,0.0,0.0,32.5,17.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.109
