;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,74.9,138.6,1.85,1.6,0.1,0.1,1.4,32.4,0.1,0.0,0.0,0.0,0.0,0.1,1.1,0.2,0.0,0.0,25.5,5.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,34.6,91.1,2.64,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,2.5,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,155.0,370.3,2.39,13.8,0.5,1.4,11.9,55.3,0.3,0.2,1.2,0.2,0.2,0.3,0.4,11.0,0.0,0.0,30.5,11.0,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,40.4,55.1,1.36,7.3,0.8,1.6,4.9,19.4,0.5,0.3,0.2,1.4,0.3,0.4,0.5,3.7,0.0,0.0,9.3,2.9,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,54.9,126.5,2.31,2.0,0.0,0.0,2.0,17.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.9,3.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1010.3,15.7,9.0,985.7,1015.0,10.0,5.7,3.2,5.8,6.5,8.2,11.4,959.6,0.0,0.0,4.6,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,56.0,77.3,1.38,10.9,1.0,0.6,9.2,22.2,0.7,0.4,0.2,0.4,6.5,0.6,0.8,1.4,0.0,0.0,7.3,4.0,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,94.1,191.3,2.03,185.6,19.6,81.0,85.0,215.5,0.0,19.6,27.1,53.9,3.3,0.0,0.0,81.7,0.0,0.0,23.2,6.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,39.0,105.3,2.70,0.0,0.0,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,2.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,81.1,190.8,2.35,4.3,0.5,0.3,3.5,30.3,0.3,0.2,0.1,0.2,2.2,0.3,0.4,0.7,0.0,0.0,20.2,5.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
530011,11,207.4,651.0,3.14,339.4,19.9,5.0,314.6,395.5,19.0,0.9,4.1,0.9,1.0,92.3,218.1,3.2,0.0,0.0,41.4,14.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.254
530012,12,23.6,88.6,3.76,105.8,69.6,4.7,31.5,124.7,8.6,61.0,1.7,3.0,10.1,4.3,5.9,11.2,0.0,0.0,17.2,1.7,0,0,0,50,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.462
530013,13,298.2,586.1,1.97,24.9,2.4,2.4,20.1,50.0,1.5,0.8,0.5,2.0,11.5,1.2,1.7,5.7,0.0,0.0,4.0,21.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530014,14,224.2,517.9,2.31,167.6,13.1,4.9,149.6,216.6,4.6,8.5,2.3,2.7,11.3,119.8,8.6,9.8,0.0,0.0,33.1,15.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.109
530015,15,126.6,298.6,2.36,155.6,6.7,3.8,145.1,201.0,4.3,2.4,1.4,2.5,6.7,124.4,4.9,9.2,0.0,0.0,36.4,9.0,0,0,0,0,66154,709,226,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.039
530016,16,106.6,258.9,2.43,269.1,261.6,1.2,6.3,290.6,1.3,260.3,0.4,0.8,0.9,1.1,1.5,2.8,0.0,0.0,13.9,7.6,4,0,0,130,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530017,17,137.5,373.2,2.71,20.3,4.5,7.1,8.7,68.6,3.8,0.8,6.2,0.8,3.0,1.1,1.6,3.0,0.0,0.0,38.4,9.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.061
530018,18,320.1,930.7,2.91,71.2,5.2,8.1,57.9,135.0,3.6,1.6,0.9,7.2,1.8,2.3,3.2,50.5,0.0,0.0,41.1,22.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530019,19,103.6,370.6,3.58,24.4,1.4,0.8,22.1,60.5,0.9,0.5,0.3,0.5,0.6,0.7,1.0,19.8,0.0,0.0,28.8,7.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530020,20,114.0,300.8,2.64,91.2,4.2,2.4,84.6,125.5,2.7,1.5,0.8,1.5,1.7,57.7,9.4,15.8,0.0,0.0,26.2,8.1,0,0,0,0,66154,440,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.136
530021,21,80.6,227.1,2.82,4.7,0.5,0.3,4.0,24.7,0.3,0.2,0.1,0.2,0.2,0.2,0.3,3.2,0.0,0.0,14.2,5.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.027
530022,22,54.9,144.1,2.63,70.5,0.0,0.0,70.5,74.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0,0.0,0.3,3.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530023,23,25.0,74.8,2.99,16.8,1.7,1.0,14.1,27.9,1.1,0.6,0.4,0.6,7.0,0.9,1.3,4.9,0.0,0.0,9.3,1.8,0,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.144
530024,24,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.067
530025,25,23.0,57.9,2.51,3.9,0.4,0.2,3.2,18.7,0.3,0.1,0.1,0.1,2.2,0.2,0.3,0.5,0.0,0.0,13.3,1.6,0,0,0,0,59392,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530026,26,304.4,667.2,2.19,32.4,3.3,1.9,27.3,74.3,2.1,1.2,0.7,1.2,5.5,1.7,2.4,17.6,0.0,0.0,20.2,21.6,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530027,27,163.7,443.8,2.71,41.5,20.3,0.0,21.2,88.9,20.3,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,35.8,11.6,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.029
530028,28,289.6,761.8,2.63,14.0,1.1,9.7,3.3,57.4,0.7,0.4,0.2,9.5,0.4,0.6,0.8,1.5,0.0,0.0,22.9,20.5,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.022
