;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,279.5,345.8,1.24,3.2,0.5,0.2,2.5,58.1,0.3,0.2,0.1,0.1,0.2,0.3,1.6,0.5,0.0,0.0,41.3,13.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,264.5,529.8,2.00,0.0,0.0,0.0,0.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,12.9,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,388.5,684.5,1.76,19.7,2.1,1.8,15.8,89.0,1.3,0.8,1.4,0.5,0.8,1.1,1.7,12.2,0.0,0.0,50.4,18.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,114.4,137.3,1.20,28.7,6.1,3.2,19.4,49.7,3.6,2.4,0.9,2.3,2.5,3.1,4.9,8.9,0.0,0.0,15.4,5.6,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,147.2,247.5,1.68,2.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.9,7.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1194.7,66.8,25.7,1102.2,1196.7,40.5,26.3,10.2,15.5,27.0,34.4,52.6,988.2,0.0,0.0,2.1,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,116.9,140.2,1.20,32.4,6.3,2.4,23.7,49.9,3.8,2.5,1.0,1.4,8.7,3.3,5.0,6.7,0.0,0.0,11.9,5.7,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,273.2,386.6,1.42,185.6,26.1,73.4,86.1,234.6,0.0,26.1,27.2,46.2,3.8,0.0,0.0,82.3,0.0,0.0,35.7,13.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,196.5,406.2,2.07,0.0,0.0,0.0,0.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,9.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,247.8,427.9,1.73,48.4,11.2,4.0,33.2,93.9,6.7,4.4,1.6,2.4,6.7,5.8,9.1,11.6,0.0,0.0,33.6,12.0,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
