;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,179.9,274.5,1.53,2.4,0.3,0.1,2.0,38.8,0.2,0.1,0.1,0.1,0.1,0.2,1.3,0.4,0.0,0.0,27.1,9.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,152.1,349.5,2.30,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,7.9,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,267.5,549.9,2.06,16.9,1.2,1.7,13.9,59.1,0.7,0.5,1.3,0.4,0.6,0.7,1.0,11.7,0.0,0.0,28.3,13.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,76.8,92.1,1.20,16.4,2.7,2.4,11.2,30.0,1.5,1.2,0.5,1.9,1.3,1.5,2.2,6.1,0.0,0.0,9.6,4.0,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,100.0,197.4,1.97,2.0,0.0,0.0,2.0,19.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1101.1,36.1,18.7,1046.3,1104.7,20.9,15.2,7.1,11.6,17.4,20.1,29.2,979.5,0.0,0.0,3.6,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,84.3,101.1,1.20,20.9,3.0,1.6,16.2,33.7,1.7,1.3,0.6,1.0,8.0,1.7,2.5,4.0,0.0,0.0,8.4,4.4,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,182.5,311.4,1.71,185.6,23.0,77.4,85.2,216.8,0.0,23.0,28.2,49.2,3.8,0.0,0.0,81.3,0.0,0.0,21.7,9.5,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,119.0,281.2,2.36,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,6.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,164.4,331.9,2.02,15.4,2.8,1.4,11.2,46.8,1.6,1.2,0.6,0.9,3.6,1.6,2.3,3.7,0.0,0.0,22.9,8.5,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
