;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,171.0,264.9,1.55,2.3,0.3,0.1,1.9,37.4,0.1,0.1,0.1,0.1,0.1,0.1,1.3,0.3,0.0,0.0,26.2,9.0,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,141.5,328.7,2.32,0.0,0.0,0.0,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,7.5,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,257.7,535.7,2.08,16.5,1.1,1.7,13.7,57.9,0.6,0.5,1.3,0.4,0.5,0.6,0.9,11.7,0.0,0.0,27.8,13.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,73.6,88.3,1.20,14.9,2.4,2.3,10.2,28.3,1.3,1.0,0.5,1.9,1.2,1.3,1.9,5.8,0.0,0.0,9.5,3.9,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,96.1,191.9,2.00,2.0,0.0,0.0,2.0,18.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.7,5.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1089.7,33.2,17.8,1038.7,1093.0,19.0,14.3,6.6,11.2,15.8,18.5,26.8,977.7,0.0,0.0,3.3,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,81.7,97.9,1.20,19.4,2.7,1.5,15.2,32.1,1.5,1.2,0.6,0.9,7.8,1.5,2.2,3.7,0.0,0.0,8.3,4.3,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,175.0,302.5,1.73,185.6,23.0,78.1,84.4,215.9,0.0,23.0,28.0,50.2,3.7,0.0,0.0,80.7,0.0,0.0,21.1,9.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,112.1,267.5,2.39,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,5.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,157.2,321.1,2.04,13.0,2.3,1.2,9.5,43.6,1.2,1.0,0.5,0.8,3.3,1.3,1.9,3.1,0.0,0.0,22.3,8.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
530011,11,351.6,990.7,2.82,352.2,20.6,5.9,325.6,409.1,18.6,2.0,4.4,1.6,2.2,93.2,224.0,6.2,0.0,0.0,38.4,18.5,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.254
