;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,256.9,333.5,1.30,3.1,0.5,0.2,2.4,52.8,0.3,0.2,0.1,0.1,0.2,0.2,1.5,0.5,0.0,0.0,37.0,12.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,240.5,496.5,2.06,0.0,0.0,0.0,0.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.9,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,360.4,657.2,1.82,19.3,2.0,1.8,15.5,83.4,1.2,0.8,1.4,0.5,0.8,1.0,1.5,12.1,0.0,0.0,46.3,17.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,105.9,127.1,1.20,26.8,5.5,3.1,18.2,45.8,3.3,2.2,0.9,2.2,2.4,2.9,4.4,8.5,0.0,0.0,13.9,5.2,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,136.3,237.4,1.74,2.0,0.0,0.0,2.0,25.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.2,6.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1180.6,61.7,24.6,1094.3,1183.2,37.0,24.7,9.8,14.7,26.3,31.9,47.9,988.2,0.0,0.0,2.6,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,109.4,131.3,1.20,30.6,5.7,2.3,22.6,48.6,3.4,2.3,0.9,1.4,8.8,3.0,4.5,6.3,0.0,0.0,12.6,5.4,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,252.3,372.5,1.48,185.6,25.9,73.4,86.3,230.5,0.0,25.9,27.5,45.9,3.9,0.0,0.0,82.4,0.0,0.0,32.4,12.5,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,179.6,382.4,2.13,0.0,0.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,8.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,228.8,409.2,1.79,41.6,9.4,3.5,28.8,83.4,5.6,3.8,1.4,2.1,6.3,4.9,7.5,10.1,0.0,0.0,30.4,11.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
