;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,235.8,319.4,1.35,2.9,0.4,0.2,2.3,46.6,0.2,0.2,0.1,0.1,0.2,0.2,1.5,0.5,0.0,0.0,31.9,11.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,217.8,462.0,2.12,0.0,0.0,0.0,0.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,10.9,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,334.1,628.0,1.88,18.8,1.8,1.8,15.2,76.0,1.1,0.7,1.3,0.4,0.8,0.9,1.4,12.1,0.0,0.0,40.5,16.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,98.0,117.5,1.20,24.5,4.9,2.9,16.7,43.4,2.9,2.0,0.8,2.1,2.2,2.6,3.8,8.1,0.0,0.0,14.0,4.9,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,126.0,226.7,1.80,2.0,0.0,0.0,2.0,23.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.3,6.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1163.7,56.1,23.2,1084.5,1166.4,33.1,22.9,9.2,14.0,25.0,29.2,43.1,987.2,0.0,0.0,2.7,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,102.3,122.7,1.20,28.6,5.1,2.1,21.3,45.0,3.0,2.1,0.8,1.3,8.8,2.7,4.0,5.8,0.0,0.0,11.3,5.1,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,233.3,357.5,1.53,185.6,25.7,73.5,86.4,229.2,0.0,25.7,27.5,45.9,4.0,0.0,0.0,82.4,0.0,0.0,31.9,11.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,163.6,357.5,2.19,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,8.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,211.1,389.4,1.84,34.6,7.5,3.0,24.1,75.1,4.4,3.1,1.2,1.8,5.7,3.9,6.0,8.5,0.0,0.0,29.9,10.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
530011,11,458.0,1196.4,2.61,364.8,25.5,6.2,333.1,443.5,22.3,3.1,4.3,1.9,3.4,94.6,226.3,8.7,0.0,0.0,55.8,22.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.254
530012,12,195.9,630.4,3.22,190.7,93.4,11.4,85.9,239.7,19.6,73.8,4.5,6.9,18.9,14.4,21.3,31.4,0.0,0.0,39.2,9.8,0,0,0,50,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.462
530013,13,319.2,468.1,1.47,66.4,12.0,5.8,48.6,88.4,7.0,5.0,2.0,3.8,16.9,6.3,9.4,16.0,0.0,0.0,6.0,16.0,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530014,14,416.3,750.8,1.80,231.3,28.5,9.8,192.9,297.9,13.0,15.6,4.3,5.5,18.2,129.4,20.4,24.9,0.0,0.0,45.8,20.8,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.109
530015,15,332.7,615.5,1.85,214.7,20.5,8.5,185.7,277.8,12.1,8.4,3.4,5.1,13.0,133.6,15.8,23.3,0.0,0.0,46.5,16.6,0,0,0,0,66154,709,226,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.039
530016,16,188.8,362.2,1.92,288.3,267.1,2.7,18.5,318.3,3.8,263.4,1.1,1.6,2.9,3.4,5.0,7.3,0.0,0.0,20.6,9.4,4,0,0,130,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530017,17,358.2,786.8,2.20,82.5,19.3,12.1,51.1,150.9,12.4,7.0,8.0,4.1,10.0,8.8,13.2,19.0,0.0,0.0,50.5,17.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.061
530018,18,582.7,1390.0,2.39,118.2,17.2,11.3,89.7,211.1,10.5,6.7,2.7,8.6,7.3,8.5,12.6,61.4,0.0,0.0,63.8,29.1,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530019,19,272.9,829.6,3.04,37.5,4.8,2.0,30.8,88.4,2.8,2.0,0.8,1.2,2.1,2.5,3.7,22.5,0.0,0.0,37.2,13.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530020,20,263.6,560.1,2.12,128.9,13.0,5.4,110.4,174.6,7.7,5.3,2.1,3.3,5.8,64.2,16.8,23.6,0.0,0.0,32.6,13.2,0,0,0,0,66154,440,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.136
530021,21,173.0,397.5,2.30,13.3,2.5,1.0,9.7,43.2,1.5,1.1,0.4,0.6,1.2,1.3,2.0,5.3,0.0,0.0,21.3,8.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.027
530022,22,57.0,120.4,2.11,70.5,0.0,0.0,70.5,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,0.0,0.0,0.0,2.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.043
530023,23,77.0,189.7,2.46,68.7,13.7,5.6,49.3,84.5,8.0,5.7,2.3,3.3,13.2,7.2,10.9,18.0,0.0,0.0,12.0,3.9,0,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.144
530024,24,980.8,2289.8,2.33,780.3,177.7,76.4,526.2,1074.5,100.7,77.0,29.7,46.8,82.6,94.2,139.8,209.6,0.0,0.0,245.2,49.0,4,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.067
530025,25,156.5,312.7,2.00,12.4,2.4,1.0,9.1,47.5,1.4,1.0,0.4,0.6,3.3,1.2,1.9,2.7,0.0,0.0,27.2,7.8,0,0,0,0,59392,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530026,26,439.0,740.8,1.69,106.7,20.8,8.5,77.4,167.2,12.1,8.7,3.4,5.1,14.1,10.9,16.3,36.0,0.0,0.0,38.5,21.9,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530027,27,389.4,854.1,2.19,41.5,22.3,0.0,19.2,114.1,22.3,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,53.2,19.5,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.029
530028,28,457.6,967.8,2.11,26.2,4.4,9.4,12.5,93.0,2.6,1.8,0.7,8.6,2.0,2.3,3.4,4.9,0.0,0.0,43.9,22.9,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.022
530029,29,527.3,1201.9,2.28,64.3,10.4,4.3,49.6,147.9,6.1,4.3,1.7,2.6,4.7,5.4,10.4,29.2,0.0,0.0,57.1,26.4,0,0,0,0,56081,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.027
530030,30,256.2,631.0,2.46,247.6,56.7,23.5,167.4,344.1,32.4,24.3,9.3,14.2,26.7,30.0,45.2,65.6,0.0,0.0,83.7,12.8,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530031,31,138.5,412.2,2.98,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,6.9,0,0,0,0,74553,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530032,32,253.5,826.3,3.26,18.1,3.1,1.3,13.7,61.4,1.8,1.3,0.5,0.8,3.7,1.6,2.4,6.0,0.0,0.0,30.6,12.7,0,0,0,0,74553,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.396
530033,33,1151.4,2975.6,2.58,122.2,28.2,11.1,82.9,556.5,16.4,11.8,4.6,6.6,13.4,14.9,22.8,31.8,0.0,0.0,376.8,57.6,0,0,0,0,54409,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0
530034,34,246.6,726.0,2.94,118.8,26.1,0.0,92.7,135.7,0.0,26.1,0.0,0.0,1.6,91.0,0.0,0.0,0.0,0.0,4.7,12.3,0,0,0,0,56012,0,922,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0
530035,35,204.8,529.4,2.58,396.4,250.4,17.4,128.6,455.7,210.4,40.1,6.8,10.6,18.6,21.6,31.8,56.6,0.0,0.0,49.2,10.2,0,0,0,0,56012,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.114
530036,36,621.2,1830.3,2.95,136.2,19.2,8.8,108.2,231.1,11.2,8.0,3.2,5.7,24.6,10.0,14.8,58.8,0.0,0.0,63.8,31.1,0,0,0,0,74553,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.029
530037,37,48.9,126.3,2.58,19.8,4.5,1.9,13.4,31.5,2.6,1.9,0.7,1.1,2.1,2.4,3.6,5.2,0.0,0.0,9.3,2.4,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.031
530038,38,293.1,820.9,2.80,111.4,11.7,11.3,88.3,137.4,6.8,4.9,1.9,9.4,9.7,6.1,11.0,61.5,0.0,0.0,11.3,14.7,0,0,0,0,57931,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.03
530039,39,424.7,1050.6,2.47,171.2,36.9,14.6,119.8,231.6,22.3,14.6,5.7,8.9,17.9,18.1,29.0,54.8,0.0,0.0,39.2,21.2,0,0,0,0,74553,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",430,Santa Clara,Santa Clara,0.171
