;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,134.7,225.0,1.67,1.9,0.2,0.1,1.6,37.8,0.1,0.1,0.0,0.1,0.1,0.1,1.2,0.2,0.0,0.0,28.2,7.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,97.0,237.6,2.45,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,5.5,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,218.7,481.9,2.20,15.1,0.8,1.5,12.8,56.1,0.4,0.3,1.2,0.3,0.4,0.4,0.6,11.4,0.0,0.0,28.7,12.4,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,61.0,73.1,1.20,10.2,1.3,2.0,6.9,23.1,0.7,0.6,0.3,1.7,0.6,0.7,1.0,4.5,0.0,0.0,9.4,3.5,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,80.4,170.5,2.12,2.0,0.0,0.0,2.0,18.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.1,4.6,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,1046.0,22.2,13.5,1010.3,1049.1,12.2,10.0,4.7,8.8,10.7,12.5,17.8,969.3,0.0,0.0,3.1,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,71.7,86.1,1.20,14.4,1.6,1.0,11.8,26.1,0.9,0.7,0.3,0.7,7.1,0.9,1.3,2.4,0.0,0.0,7.6,4.1,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,144.5,267.5,1.85,185.6,22.3,80.3,82.9,217.5,0.0,22.3,26.7,53.7,3.5,0.0,0.0,79.4,0.0,0.0,23.7,8.2,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,82.4,207.2,2.51,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,4.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,128.0,277.5,2.17,6.9,1.0,0.6,5.4,35.7,0.5,0.4,0.2,0.4,2.6,0.6,0.8,1.4,0.0,0.0,21.5,7.3,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
