;CO_TAZID,Index,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,Sub_Area,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,SEN_SEASON
530001,1,57.8,110.2,1.91,1.1,0.0,0.0,1.1,13.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,8.6,3.4,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.14
530002,2,23.1,62.3,2.69,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.3,12,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.119
530003,3,132.6,324.4,2.45,11.9,0.0,1.2,10.7,39.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,10.7,0.0,0.0,19.6,7.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.5
530004,4,33.8,47.9,1.42,3.9,0.0,1.2,2.7,10.8,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.7,0.0,0.0,5.0,2.0,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.057
530005,5,46.3,109.3,2.36,2.1,0.0,0.0,2.1,11.7,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,6.9,2.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.17
530006,6,0.0,0.0,0.00,992.9,1.1,0.0,991.8,1002.9,0.0,1.1,0.0,0.0,0.0,0.0,0.0,991.8,0.0,0.0,9.9,0.0,104,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.182
530007,7,49.8,71.4,1.43,6.3,0.0,0.0,6.3,16.6,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,7.5,2.9,22,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.072
530008,8,77.4,161.7,2.09,197.1,26.0,84.0,87.1,214.9,1.3,24.7,29.1,54.9,4.2,0.0,0.0,82.9,0.0,0.0,13.3,4.5,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.036
530009,9,28.5,78.6,2.76,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.7,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0
530010,10,66.7,160.8,2.41,2.1,0.0,0.0,2.1,15.7,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,9.7,3.9,0,0,0,0,66154,0,0,0,3,53,WASHINGTON,1,Western DMPO,1,"Ivins, Santa Clara, NW St George Area",425,Ivins,Ivins,0.304
